,Answer.startTimeList,seconds,speaker,video_id,youtube_url
16,Start Time|161.5673|208.5673|250.0672|311.0672|370.5672|532.0672|573.5672|663.0672|719.5671|772.0670|847.5669|910.5669|976.0668|1029.5668|1069.5668|1101.0668|1167.0668|1250.5667|1308.5667|1434.5667|1458.5666|1515.0666|1561.0666|1614.5665|1717.0664|1753.5664|1794.5664|1892.0664|2012.5663|2065.0663|2269.612,2269.61,bio-1,RntXStwLA48.mp4,https://www.youtube.com/watch?v=RntXStwLA48
17,Start Time|46.3278|73.3278|97.3278|122.3278|141.8278|179.8278|220.3278|247.3278|271.8278|296.8278|362.8278|406.3278|451.3278|484.8278|526.3278|552.8278|589.8278|611.8278|658.3278|702.8278|745.3278|792.3278|825.8278|866.3278|950.3278|982.3278|995.3278|1014.3277|1074.8277|1106.3277|1122.8277|1168.3277|1216.3276|1247.8276|1305.3276|1351.3276|1403.3276|1433.3276|1466.3276|1513.3276|1548.8276|1611.3276|1654.8276|1676.3276|1719.8276|1755.8276|1791.8276|1853.8276|1891.3276|1958.8276|2030.3276|2063.8276,2107.07,anat-2,BsXUWddl-as.mp4,https://www.youtube.com/watch?v=BsXUWddl-as
18,Start Time|8.1637|54.3994|205.0015|342.0015|410.5015|553.5015|616.5015|728.2501|901.7501|975.2500|1071.2500|1238.2500|1366.2500|1554.2500|1725.2500|1797.2500|1833.7500,1889.9,dental,PG6ZFCYt5S4.mp4,https://www.youtube.com/watch?v=PG6ZFCYt5S4
19,Start Time|38|80.5|240.5|308.5|418|629|720|950|1077|1114.5|1219.5|1444.5|1592|1850.5|1876.9726,1877.47,dental,scJH8HA8zAM.mp4,https://www.youtube.com/watch?v=scJH8HA8zAM
20,Start Time|29.4077|48.3688|162.8688|316.1577|339.1577|528.5486|535.0485|535.5485|542.0485|542.5484|565.0484|571.0484|571.5483|711.0483|996.5483|1120.5483|1227.5483|1317.5483|1421.0483|1526.0483|1735.5698|1897.0698|2109.5698|2197.4907|2271.9907|2307.9907|2380.4907|2432.4907,2469.07,dental,DjxoB2XuDXE.mp4,https://www.youtube.com/watch?v=DjxoB2XuDXE
21,Start Time|82|155.5|182|187.5|273|405.5|590|593.5|613|740.5|784|997.5|1025|1177.5|1195|1203|1237|1326|1387|1389|1404.5|1447|1574|1763.5,1818.75,dental,PLAMJJfZ-eo.mp4,https://www.youtube.com/watch?v=PLAMJJfZ-eo
22,Start Time|45.8432|90.3432|122.3432|141.3432|304.8432|352.8431|356.8430|365.8430|369.3429|433.8429|497.8429|579.3428|631.3428|671.3427|785.8427|843.3427|889.8427|1062.3427|1126.8427|1307.8426|1329.3426|1492.8426|1514.8426|1610.8426|1619.8425|1757.3425|1765.8424|1805.8423|1874.3423|1918.3423|1978.8423|2037.3423,2071.2,dental,Yeq6LO3q4Vo.mp4,https://www.youtube.com/watch?v=Yeq6LO3q4Vo
23,Start Time|42.4425|280.4425|415.4425|415.9424|421.4424|489.9424|656.9423|716.5653|828.9022|879.9022|1174.7105|1220.2105|1242.7105|1325.7105|1500.2105|1617.7105|1769.7104|1836.2104|1836.7103|1841.2103|1841.7103|1886.2103|1902.7102|2035.2102|2087.2102|2292.089,2292.09,dental,ewjt-8MRbxY.mp4,https://www.youtube.com/watch?v=ewjt-8MRbxY
24,Start Time|51|150.5|196.5|323|551.5|591|657.5|851.9999|930.9999|974.9999|1018.4999|1068.9999|1181.9999|1487.9998|1530.9998|1548.4998|1560.9998|1571.4998|1575.4998|1769.9998|1911.9997|2069.4997|2204.9997|2257.096,2257.1,dental,6U2ZTAWnVvo.mp4,https://www.youtube.com/watch?v=6U2ZTAWnVvo
25,Start Time|29.5426|107.5426|126.5425|228.5425|284.5424|292.0423|348.5423|421.5423|461.5423|464.0422|491.0422|608.0422|860.8003|1079.8003|1315.1720|1478.6720|1648.6720|1776.1720|1822.1719|1883.1719|1912.1719,1975.46,dental,-wxW5fJtzfU.mp4,https://www.youtube.com/watch?v=-wxW5fJtzfU
26,Start Time|20.3956|186.7915|268.7915|563.2914|576.2914|591.2914|801.7914|853.2914|958.7914|1067.2913|1073.7912|1085.7912|1113.7912|1132.7911|1186.2911|1247.2911|1301.7910|1337.7910|1370.2910|1398.2910|1541.7910|1569.2909|1599.2908|1761.2907|1834.7907|1894.7907,1948.78,dental,WdqJlT1h8xA.mp4,https://www.youtube.com/watch?v=WdqJlT1h8xA
27,Start Time|17|40|178.5|184|226.5|303.4019|358.1043|400.6043|428.6042|444.1042|493.6042|794.2056|800.2056|889.7056|931.2056|967.7056|986.2056|994.2056|1039.7056|1046.2055|1054.7055|1058.7055|1143.7055|1170.7055|1189.7054|1220.7054|1237.7054|1348.7054|1508.7054|1536.7054|1542.7053|1562.7052|1653.7052|1719.2052|1842.7052|1967.7052,2024.39,dental,J1S-SgJEuCo.mp4,https://www.youtube.com/watch?v=J1S-SgJEuCo
28,Start Time|19.8386|262.2059|380.2059|539.7058|784.7058|847.2057|947.2057|1205.2057|1331.7057|1407.2056|1696.2056|1772.2056,1802.29,dental,WqBw1n4u4gU.mp4,https://www.youtube.com/watch?v=WqBw1n4u4gU
29,Start Time|18.3362|77.3362|175.8362|244.3362|268.8361|313.8361|341.8361|409.8361|517.8361|602.8360|732.8202|742.3201|774.8201|1077.3884|1203.3884|1209.3883|1283.8883|1422.8882|1557.3882|1558.8882|1563.3881|1569.3881|1839.3881|1885.3880,1918.53,dental,i2rMu91EFuI.mp4,https://www.youtube.com/watch?v=i2rMu91EFuI
30,Start Time|13.9837|126.4837|212.9837|298.9837|402.9837|525.9837|781.2895|871.2895|1162.2895|1312.7895|1401.2895|1681.7895|1739.7895|1833.7895,1864.66,dental,MLmLr0KW3f0.mp4,https://www.youtube.com/watch?v=MLmLr0KW3f0
31,Start Time|13.8241|89.3241|181.8241|306.8240|372.8240|446.3240|475.3240|627.8240|692.3240|795.3239|871.3239|1005.3239|1023.8239|1131.8239|1167.3239|1389.3239|1522.8239|1666.8239|1765.8239|1818.8239|1958.9154|2119.9154|2245.9154|2290.417,2290.42,dental,crA3cOwKXmc.mp4,https://www.youtube.com/watch?v=crA3cOwKXmc
32,Start Time|24.8240|182.1728|230.1727|438.3706|488.3705|495.3705|512.8704|705.8704|788.8704|996.8704|1067.3704|1120.3704|1245.5693|1363.5693|1520.5693|1525.0692|1526.0692|1569.0692|1612.0692|1919.5692|2018.5692|2028.5692|2109.5692|2219.5692|2264.5692,2331.89,dental,0FL4KBfLlJg.mp4,https://www.youtube.com/watch?v=0FL4KBfLlJg
33,Start Time|27.5140|50.5140|316.0140|389.0140|470.5140|584.5738|722.5738|842.5738|927.5738|1050.5737|1165.0737|1413.5737|1633.8772|1724.3772|1862.8772|1942.3772,1962.51,dental,lFPt6LbnjeA.mp4,https://www.youtube.com/watch?v=lFPt6LbnjeA
34,Start Time|15.4483|52.9483|179.4483|322.9483|443.4483|534.9483|639.9483|808.9483|960.4483|1186.4482|1325.9482|1452.4482|1577.9482|1775.4482|1836.9482|2109.9482|2363.0058,2433.55,dental,8jpO19qalIo.mp4,https://www.youtube.com/watch?v=8jpO19qalIo
35,Start Time|22.5622|104.0622|166.0622|527.0947|650.0947|742.0947|858.0947|967.0947|1054.5947|1146.5947|1396.7655|1458.2654|1626.1890|1753.6890|1932.1889|2252.6889|2434.0093,2487.51,dental,XqzL4f6L_Fo.mp4,https://www.youtube.com/watch?v=XqzL4f6L_Fo
36,Start Time|35.8385|54.8384|81.8383|93.8383|142.3383|170.3382|173.3381|251.3380|433.6517|586.2157|724.2157|834.2534|838.7533|1051.6481|1223.1481|1347.1737|1445.6737|1581.5150|1766.5149|1834.5149|1896.5149|1909.0148|2329.6513|2334.1512|2412.9552|2580.9363|2610.4363,2650.4,dental,sf3TWeXHMOY.mp4,https://www.youtube.com/watch?v=sf3TWeXHMOY
37,Start Time|20.1075|88.1075|160.1075|196.6075|263.1075|295.1074|330.6074|396.6074|446.1073|489.6073|557.1072|596.1072|694.6072|750.6072|852.1072|871.1071|963.6071|1023.1071|1041.1070|1150.1070|1209.6070|1268.6070|1354.6070|1400.6070|1453.1070|1462.1070|1521.1070|1556.1070|1562.6070|1610.1070|1667.6070|1677.6069|1725.1069|1837.1069|1953.1069|2006.1069|2072.6069,2125.9,dental,gMKsubigjN0.mp4,https://www.youtube.com/watch?v=gMKsubigjN0
38,Start Time|48.1861|125.6861|201.6861|373.5775|464.0775|505.0774|511.5773|514.0773|514.5773|515.5773|643.9064|701.9064|958.6603|1147.1603|1170.6602|1258.6601|1275.6600|1283.1599|1376.1599|1469.6599|1556.1599|1623.6599|1630.6598|1664.1598|1747.1598|1818.6598|1873.6598,1910.65,dental,Hb1b3YPHiTE.mp4,https://www.youtube.com/watch?v=Hb1b3YPHiTE
39,Start Time|15|41.1935|204.1935|288.6935|378.9534|520.7512|639.2110|716.2110|820.7110|952.7110|1028.2110|1167.7110|1285.2110|1391.2110|1503.7110|1662.7110|1791.7110,1839.81,dental,PnBGIMJeCQ0.mp4,https://www.youtube.com/watch?v=PnBGIMJeCQ0
40,Start Time|5.6387|23.6386|126.6386|196.6386|337.6386|410.1386|567.6386|663.1386|818.1386|980.8373|1055.3373|1112.8373|1176.3373|1238.8373|1287.8373|1387.8373|1473.3372|1540.8372|1547.3371|1549.8371|1621.8371|1746.8371|1842.8371,1889.71,dental,OX9gR4F9NK8.mp4,https://www.youtube.com/watch?v=OX9gR4F9NK8
41,Start Time|7.7897|40.4812|96.5338|160.2545|247.0076|284.4574|301.6634|410.1653|461.5447|524.9694|561.6613|611.4147|641.5996|710.6184|780.1457|814.0159|875.5251|900.1624|986.0366|1109.1124|1131.2461|1203.7911|1230.5038|1261.8275|1330.3609|1392.7927|1431.2667|1623.8979|1740.8656|1761.0627|1782.5551|1813.1539|1825.5854|1895.9822|1939.2773|1987.4087|2012.6387|2021.1845|2021.6845|2022.6845|2026.6845|2051.8868|2094.3135|2122.5781|2153.1314|2202.7796|2242.4242|2486.6052|2524.9401|2534.3285|2563.9600|2611.7351,2677.45,anat-1,LQ7IXyQSXBk.mp4,https://www.youtube.com/watch?v=LQ7IXyQSXBk
42,Start Time|59.9203|108.7093|190.0459|315.0701|349.2732|389.2834|523.8971|542.9457|550.5813|553.0813|558.9669|562.5123|565.3190|577.8912|583.8165|603.2477|608.7477|614.9467|634.0466|711.2270|786.0205|796.7069|914.6134|917.1133|920.1133|922.6133|927.1133|957.1133|1021.3317|1048.9984|1070.2267|1342.6340|1346.7288|1350.3392|1355.4285|1359.5392|1379.4662|1414.0216|1427.9572|1454.0997|1570.4610|1580.4501|1600.5980|1702.1517|1707.8466|1714.7182|1732.4135|1772.3367|1809.8223|1816.2448|1819.0224|1831.8658|1883.2904|1915.8491|2174.3922,2259.23,anat-1,IotJiLgIwvQ.mp4,https://www.youtube.com/watch?v=IotJiLgIwvQ
43,Start Time|9.5989|124.5989|333.5989|414.5989|510.5989|623.0989|737.5989|862.6705|946.1704|1240.1467|1291.1467|1342.6467|1625.4608|1728.4607|1921.5831|2005.5831|2073.5831|2169.5831,2185.32,psy-2,uNrB2uG_9gs.mp4,https://www.youtube.com/watch?v=uNrB2uG_9gs
44,Start Time|11.4769|48.4769|130.4769|227.9769|299.4768|463.9768|587.9768|665.3072|710.7505|778.7505|978.7505|1145.1764|1194.1763|1392.5272|1457.5272|1562.5272|2106.5271|2187.689,2197.19,psy-2,LxjnpUxUFUE.mp4,https://www.youtube.com/watch?v=LxjnpUxUFUE
45,Start Time|15.1468|57.6468|291.6306|759.7751|853.2750|1008.2750|1076.2750|1259.1180|1423.6180|1805.3792|1844.3792|1893.8792|1955.3792,1968.52,psy-2,8OrCdgHcMVM.mp4,https://www.youtube.com/watch?v=8OrCdgHcMVM
46,Start Time|13.9937|68.9937|129.9937|162.9937|210.9937|284.9937|382.9937|456.9937|516.9937|574.4937|770.4937|842.9937|930.9937|1053.9937|1148.4937|1243.9937|1299.9937|1436.4937|1618.9937|1700.9937|1744.4937|1810.4937|1901.9937|1989.9937|2043.4937|2076.9937|2155.4937|2257.9937|2359.9937|2439.4937|2449.589,2449.59,psy-2,aLK_nkgx8wo.mp4,https://www.youtube.com/watch?v=aLK_nkgx8wo
47,Start Time|7.3597|50.3597|113.3597|136.3597|171.3597|188.8597|224.8597|249.3597|279.3597|409.3597|528.3597|580.8597|620.3597|710.3597|750.8597|805.8597|821.8597|841.3597|885.8597|921.3597|950.3597|983.8597|1008.3597|1032.3597|1049.3597|1076.3597|1104.3597|1160.8597|1182.3597|1219.8597|1259.3597|1283.3597|1360.3596|1377.8596|1403.8596|1425.3596|1445.3596|1477.8596|1493.8596|1517.8596|1547.8596|1608.3596|1631.8596|1651.8596|1668.3596|1718.8596|1758.3596|1806.3596|1861.3596|1905.8596|1971.3596|1989.3595|2015.3594|2123.047,2123.05,bio-4,grudC3qeMfU.mp4,https://www.youtube.com/watch?v=grudC3qeMfU
48,Start Time|8.3906|28.3906|55.3906|63.3906|129.8906|183.3906|239.3906|314.3906|512.8906|658.8905|880.8905|939.3905|980.8905|1085.3905|1112.3904|1179.3904|1352.8904|1445.8904|1499.8904|1594.3904|1698.3904|1806.3903|1826.3902|1929.8902|1935.3902|2022.3902|2134.8902|2153.8902|2308.589,2322.09,bio-4,3Ht5yP6zXoY.mp4,https://www.youtube.com/watch?v=3Ht5yP6zXoY
49,Start Time|24.9610|70.2913|107.3214|145.5609|187.3366|192.8236|205.3429|224.0745|262.0830|380.5809|493.1816|515.3795|563.1552|596.7536|632.3407|677.7231|720.4485|741.1738|792.9128|811.8972|1110.5190|1188.5773|1236.5091|1307.1052|1357.3302|1402.4769|1551.9644|1605.2989|1659.4705|1715.3827|1769.7411|1792.2949|1874.8464|1894.9419|1902.2482|1919.7455|1937.0351|1976.6208|2061.0764|2075.3232|2156.3919,2289.09,bio-4,_BvFr9HEiQg.mp4,https://www.youtube.com/watch?v=_BvFr9HEiQg
50,Start Time|11|32.5|38|67|84.5|104|124.5|160|175|230.5|295|379|513|529|547.5|571|610.5|658.5|664|710.5|812|854.5|867.5|874.5|978.5|985|1085|1088.5|1111.5|1119.5|1133.5|1166.5|1189|1200.5|1202|1214|1223|1232.5|1234.5|1245|1245.5|1260.5|1271|1289.5|1305|1319.5|1438.5|1476|1476.5|1478.5|1484.5|1506.5|1512.5|1517|1582|1583|1584.5|1585|1762,1834.08,bio-4,gb0arNyiLCI.mp4,https://www.youtube.com/watch?v=gb0arNyiLCI
51,Start Time|25.5|42.5|77.5|103|119.5|132|194|289.5|491.5|525|631|698|808|866|883|939.5|1057|1074|1134.5|1150|1178.9999|1189.9999|1231.4999|1240.9999|1271.9999|1395.4999|1472.4999|1527.4998|1558.9998|1597.4998|1619.9998|1833.9998,1856.09,bio-4,tKcLwCPQc1U.mp4,https://www.youtube.com/watch?v=tKcLwCPQc1U
52,Start Time|8.5|29.9999|37.9999|40.9999|75.4999|103.9999|124.9999|263.4482|288.4482|304.9482|348.4482|436.9482|471.4482|540.4482|552.4482|593.9482|606.9481|610.4481|642.9481|666.4481|695.4481|716.9480|745.4480|748.4480|776.4479|785.4478|817.4478|866.9478|951.4478|1011.4478|1031.9478|1080.9478|1120.4478|1147.4478|1152.9478|1193.4478|1230.4478|1257.4478|1282.4478|1305.4477|1380.9477|1433.4476|1505.4476|1577.9475|1584.4474|1697.9474|1747.4474|1819.4474|1847.9473|1924.551,1925.05,bio-4,TucFrVQbKTg.mp4,https://www.youtube.com/watch?v=TucFrVQbKTg
53,Start Time|16.1645|28.6645|74.9966|87.9965|93.4965|131.9965|133.4965|134.4965|165.4965|176.9965|188.9965|230.4965|252.4965|268.4965|311.9965|340.9965|360.4965|367.9965|403.9965|461.4965|641.4964|697.9964|732.4964|773.4964|800.4963|850.9963|880.9963|933.4963|961.9963|973.4962|987.4962|999.4962|1011.4962|1035.4962|1041.9962|1053.9961|1057.9961|1061.4961|1094.4961|1109.9961|1115.4960|1140.9960|1159.4960|1176.9960|1208.9960|1228.4959|1236.4958|1241.9958|1271.4958|1296.9958|1335.9958|1349.4958|1386.9958|1407.4958|1414.9958|1416.4958|1420.9958|1471.4958|1497.9958|1511.9957|1520.9957|1525.9956|1593.4956|1632.9956|1666.9956|1679.4956|1717.9956|1747.4956|1778.4956|1794.9956|1803.4955|1821.4954|1867.4954|1890.9954|1904.4954|1914.4954|1920.4954|1939.4954,1961.09,bio-4,JLVt1iAJJts.mp4,https://www.youtube.com/watch?v=JLVt1iAJJts
54,Start Time|11.5|44.9999|77.4999|122.4999|201.3400|221.3400|245.8399|272.3399|331.3399|369.8399|412.3399|450.8399|510.8399|580.3399|600.8399|628.8398|726.3398|741.3398|755.3397|815.3397|836.8397|893.8397|961.3397|976.8397|1005.8397|1043.8397|1055.3397|1116.3397|1138.3397|1183.3397|1207.8397|1258.3397|1316.8397|1347.8397|1376.3397|1410.8397|1456.8397|1510.3397|1571.8397|1597.3396|1655.8396|1680.8396|1708.3395|1761.8395|1777.8394|1785.8394|1803.3394|1848.8394|1875.8394|1918.3394|1934.8394|1968.8394,2054.08,bio-4,C1vsuNYMY9Q.mp4,https://www.youtube.com/watch?v=C1vsuNYMY9Q
55,Start Time|7.5|22.5|85.5|111.5|125|170.5|192|225|257.5|331|357|379|422|432|482.5|515.5|546|612.5|635|666|703|715|755.5|773.5|801.5|815|831|900|931.5|945.5|976.5|997|1059|1075|1095.5|1105|1130.5|1233.5|1270|1294|1318|1363.5|1387|1409|1442|1469|1524|1544.5|1565|1576.5|1593|1633|1681.5|1709|1737|1760.5|1819.5|1841.5|1938.5,1970.07,bio-4,lTgSEC90AII.mp4,https://www.youtube.com/watch?v=lTgSEC90AII
56,Start Time|8|98|232.5|304.5|363|393|487.5|681.5|712.5|768|848.5|913.4999|1167.9998|1344.4998|1425.9998|1600.4998|1614.9998|1632.4998|1746.4998|1798.9998|1888.9998|2014.4998|2209.9998|2241.074,2241.07,bio-4,FnMYvGkk_YE.mp4,https://www.youtube.com/watch?v=FnMYvGkk_YE
57,Start Time|6.5|44|69.5|132.5|228|250|279.4999|311.9999|475.4999|521.4999|581.9998|711.4998|760.4998|761.4998|819.9998|956.9998|984.9998|1045.9997|1074.4997|1162.9997|1195.9997|1242.9997|1268.4997|1377.4997|1401.4997|1439.4997|1457.4996|1537.9996|1559.9995|1572.4995|1633.9995|1653.9995|1691.4995|1732.4995|1758.4994|1767.9994|1780.4994|1822.4994|1867.9994|1907.9994|1939.9994|1973.4994|2034.9994|2072.4994|2129.9994|2152.9994|2163.9994|2217.9994|2234.9994,2344.08,bio-4,MoQWPwzTzFE.mp4,https://www.youtube.com/watch?v=MoQWPwzTzFE
58,Start Time|84.8895|249.8895|423.8895|681.8895|708.8895|758.8895|820.8895|853.3895|889.8895|936.8894|991.3894|1025.8894|1082.8894|1150.8894|1244.8893|1328.8893|1384.3893|1449.8893|1482.3892|1499.3892|1500.3892|1521.8892|1558.8892|1599.9962|1744.4962|1787.4962,1829.08,bio-4,OYCRLL9_P-U.mp4,https://www.youtube.com/watch?v=OYCRLL9_P-U
59,Start Time|11|48.5|181.5|226|261.5|277|359.5|368|468|530.5|552|639|705.5|726|869.5|965|1002|1060.5|1079|1111.5|1155.5|1275|1329|1382.5|1404.5|1443|1459.5|1619|1634.5|1663|1738|1766|1966,2022.09,bio-4,077X0x07S0c.mp4,https://www.youtube.com/watch?v=077X0x07S0c
60,Start Time|28.5358|73.5357|97.5357|169.0357|304.5357|390.5357|447.5357|513.0357|581.5357|610.0356|621.0356|628.0356|676.5356|692.0355|727.5354|813.0354|821.5353|917.0353|963.5353|981.0352|1107.5352|1241.0352|1277.0351|1307.5350|1326.5349|1361.5349|1429.0349|1472.0349|1500.0349|1566.5349|1613.5349|1638.0349|1689.5348|1802.0348|1825.0348,1897.07,bio-4,48z-q_9C09U.mp4,https://www.youtube.com/watch?v=48z-q_9C09U
61,Start Time|17.4132|71.9132|114.4132|269.9132|350.4132|433.9132|497.4132|572.9132|629.4132|687.9131|716.4130|766.9130|881.4130|1015.9130|1106.4130|1218.4130|1324.4130|1381.9130|1422.9130|1587.9130|1690.4130|1786.4130|1825.4130|1886.9130|1964.4130|2293.6396|2365.6396,2381.25,psy-1,18SixEz5GDE.mp4,https://www.youtube.com/watch?v=18SixEz5GDE
62,Start Time|62.1584|172.1584|532.5821|793.0821|880.4769|980.1974|1085.1974|1263.1974|1542.5262|1650.0262|1775.0262|1907.0262|2238.406,2252.41,psy-1,N75gvrZfO24.mp4,https://www.youtube.com/watch?v=N75gvrZfO24
